start_date;end_date;status;ip_address;progress;duration_in_seconds;finished;recorded_date;response_id;recipient_last_name;recipient_first_name;recipient_email;external_reference;location_latitude;location_longitude;distribution_channel;user_language;q_recaptcha_score;q_relevant_id_duplicate;q_relevant_id_duplicate_score;q_relevant_id_fraud_score;q_relevant_id_last_start_date;intro;gender;age_5;edu;mzam;woj;home_ownership_1;home_ownership_2;home_ownership_3;changed_heating;media_weekly_1;media_weekly_2;media_weekly_3;media_daily_1;media_daily_2;media_daily_3;most_common_soc_med_1;most_common_soc_med_2;most_common_soc_med_3;most_common_soc_med_4;most_common_soc_med_5;most_common_soc_med_6;most_common_soc_med_7;most_common_soc_med_8;most_common_soc_med_9;most_common_soc_med_10;most_common_soc_med_11;active_soc_media;passive_soc_media;q5_eu_attitudes_1;financial_sit_1;financial_sit_2;financial_sit_3;security_1;security_2;security_3;security_4;security_5;security_6;q119_first_click;q119_last_click;q119_page_submit;q119_click_count;q120_first_click;q120_last_click;q120_page_submit;q120_click_count;q121_first_click;q121_last_click;q121_page_submit;q121_click_count;security_freedom_1;security_freedom_2;security_freedom_3;security_freedom_4;security_freedom_5;security_freedom_6;security_freedom_7;att_check_exp;finan_exp;effectiveness_exp;support_exp;acceptability_exp;attention_control;fin_control;effectiveness_contr;support_control;accept_control;nar_1;nar1_end;nar_2;nar2_end;nar_3;nar3_end;nar_4;nar4_end;OLDnar_5;nar5_end;OLDnar_6;nar6_end;OLDnar_7;nar7_end;OLDnar_8;nar8_end;q131;q132;q128_first_click;q128_last_click;q128_page_submit;q128_click_count;q1_sm_2;q1_sm_3;q1_sm_4;q1_sm_5;q1_sm_6;q1_comm;q2_sm_2;q2_sm_3;q2_sm_4;q2_sm_5;q2_sm_6;q2_comm;q3_sm_2;q3_sm_3;q3_sm_4;q3_sm_5;q3_sm_6;q3_comm;q4_sm_2;q4_sm_3;q4_sm_4;q4_sm_5;q4_sm_6;q4_comm;q5_sm_2;q5_sm_3;q5_sm_4;q5_sm_5;q5_sm_6;q5_comm;q6_sm_2;q6_sm_3;q6_sm_4;q6_sm_5;q6_sm_6;q6_comm;q7_sm_2;q7_sm_3;q7_sm_4;q7_sm_5;q7_sm_6;q7_comm;q8_sm_2;q8_sm_3;q8_sm_4;q8_sm_5;q8_sm_6;q8_comm;realistic;credibility;realistic_control;credible_control;political;political_6_text;institution_trust_1;institution_trust_2;institution_trust_3;institution_trust_4;institution_trust_5;sss_1;outro_2_comments;outro_3;q_language;q_terminate_flag;q_total_duration;create_new_field_or_choose_from_dropdown;id;survey_hash;gr;condition;q_ambiguous_text_present;q_ambiguous_text_questions;q_straightlining_count;q_straightlining_percentage;q_straightlining_questions;q_unanswered_percentage;q_unanswered_questions;att_merged;realist_merged;credib_merged;finan_burden_merged;effec_merged;support_merged;accep_merged;finan_sit_avg;trait_secur_avg;trait_free_avg;state_secur_avg;state_free_avg;antim_narr_intr;antim_narrat_endors_avg;main_narrat_endors_avg;engagement_total;relat_antim_interest;total_soc_media_mainstreamness;main_endorsement_soc_media;antim_endorsement_soc_media;Nar_5correct;nar_6correct;nar_7correct;nar_8correct;Mainstream_Interest_avg
12/19/2024 7:28:37;12/19/2024 7:38:01;0;89.171.151.2;100;563;1;12/19/2024 7:38:01;R_80wKmMNhpawl33d; ; ; ; ;53.7269;17.543;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;53;3;1;11; ;1; ;2;9;2;9;3;2;2;1; ; ; ; ; ; ; ; ; ; ;3;3;49;2;2;2;5;5;5;5;5;5;0;0;208,479;0; ; ; ; ; ; ; ; ;4;4;4;4;4;4;4;2;4;4;3;3; ; ; ; ; ;3;3;3;3;3;3;3;3;6;3;5;3;5;3;5;3; ; ;0;0;17,364;0;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;3;3; ; ;1; ;4;4;4;4;4;3; ;4;PL; ;563; ;7b6380f800dd6a5cc1d8cac2bd8dd919;gtj3cm;1;obligatory;0; ;5;,714285714285714;QID9, QID12, QID10, QID22, QID33;,169811320754717;QID56, QID64, QID67, QID63, QID66, QID43, QID62, QID65, QID49;2;3;3;4;4;3;3;2;5;5;4;4;3;3;3;0;-2,25;0;0;0;4;3;3;3;3,25
12/19/2024 7:12:31;12/19/2024 7:38:07;0;77.92.40.193;100;1535;1;12/19/2024 7:38:08;R_2jUJ1oE4xqccTq9; ; ; ; ;54.1943;16.1776;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;70;4;3;16; ;1; ;2;2;10;10;1;1;1; ; ; ; ; ; ;1; ; ; ; ;1;4;100;4;4;4;3;6;4;2;2;2;0;0;150,696;0; ; ; ; ; ; ; ; ;1;1;1;1;1;3;4;2;1;4;4;4; ; ; ; ; ;6;6;1;1;4;4;6;6;7;6;8;7;8;7;6;5; ; ;0;0;19,286;0;1;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;4;4; ; ;1; ;7;4;1;7;6;5; ;4;PL; ;1535; ;089ec73c9c3dcebaa1878efa6290b90d;gtj3cm;1;obligatory;0; ;3;,428571428571429;QID33, QID6, QID9;,0566037735849057;QID43, QID56, QID62;2;4;4;1;4;4;4;4;4,33333333333333;2;1;2,66666666666667;4,25;4,25;6,25;6;-3;2;4;-2;5;6;6;4;5,25
12/19/2024 7:32:57;12/19/2024 7:51:27;0;91.227.219.108;100;1110;1;12/19/2024 7:51:28;R_8goTESL9cS26U1M; ; ; ; ;49.7107;20.4181;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;73;3;2;6; ;1; ;2;9;1;3;5;2;2;1; ;1;1; ; ;1;1; ; ; ;2;4;100;3;3;4;4;6;3;4;4;6;0;0;170,786;0; ; ; ; ; ; ; ; ;3;3;2;6;6;4;5;2;4;3;4;4; ; ; ; ; ;5;5;4;4;4;3;3;2;7;5;7;4;8;7;7;5; ; ;12,409;12,409;17,575;1;0;0;0;1;0; ;0;0;0;0;1; ;0;0;0;1;0; ;0;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;5;4; ; ;3; ;5;5;5;5;6;6; ;4;PL; ;1110; ;64ac3d436ca8ea3c50bfc0d397c2ddca;gtj3cm;1;obligatory;0; ;1;,142857142857143;QID33;,0377358490566038;QID43, QID63;2;5;4;4;3;4;4;3,33333333333333;4,33333333333333;4,66666666666667;3,5;5;4;3,5;5,25;7;-3,25;5;4;1;5;5;6;5;5,25
12/19/2024 7:18:21;12/19/2024 7:56:45;0;81.30.134.242;100;2304;1;12/19/2024 7:56:46;R_2vgJQDsoUcHQLpT; ; ; ; ;50.1299;18.9861;anonymous;PL;1; ;0;25;10/14/1582 0:00:00;1;1;30;4;2;12; ;1; ;2;8;1;10;7;1;1;1; ; ;1; ; ; ;1; ; ; ;2;5;10;2;2;1;7;4;4;7;6;5;78,939;79,341;121,801;2; ; ; ; ; ; ; ; ;7;7;7;7;7;7;7;2;5;4;1;1; ; ; ; ; ;5;4;5;6;3;5;5;6;6;3;6;2;7;2;7;5; ; ;0;0;16,839;0;1;0;0;0;0; ;1;0;0;1;0; ;1;0;0;1;0; ;1;0;0;0;0; ;0;0;1;0;1;Ty chodź na piechotę, nic nie posiadaj, a miliarderzy niech latają na szczyty klimatyczne dalej, bo oni się bardziej troszczą...;0;0;1;0;1;Wielu restauratorów każe sobie dopłacać za opakowania do dań na wynos lub kubków na napoje? Słomka papierowa, a w plastikowym opakowaniu - logiczne...;0;0;1;0;1;Taaaa... chciałbym zobaczyć tą połowę kierowców.;0;0;0;0;0; ;7;6; ; ;2; ;5;1;2;2;2;4; ;4;PL; ;2304; ;b7f4d0eccc55f80be754b9b1db4c1f9c;gtj3cm;1;obligatory;0; ;2;,285714285714286;QID22, QID33;,0357142857142857;QID43, QID67;2;7;6;5;4;1;1;1,66666666666667;5;6;7;7;4,5;5,25;3;12;-2;-7;-3;-4;4;4;5;5;4,5
12/19/2024 7:44:37;12/19/2024 8:01:37;0;195.88.151.149;100;1020;1;12/19/2024 8:01:38;R_8QLqtLg7MVeWBkW; ; ; ; ;49.9599;18.3339;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;45;3;1;12; ;1; ;2;10;9;10;2;1;1; ; ; ; ; ; ;1; ; ; ; ;1;2;45;3;3;2;3;4;3;4;5;4;18,235;126,295;127,805;6; ; ; ; ; ; ; ; ;4;4;4;4;5;5;5;2;3;4;3;3; ; ; ; ; ;2;2;1;2;1;1;2;3;1;2;5;4;6;4;6;4; ; ;0;0;27,522;0;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;2;2; ; ;7; ;4;1;1;2;2;3; ;4;PL; ;1020; ;0ad42e4e7383b7fe24236142ad316250;gtj3cm;1;obligatory;0; ;1;,142857142857143;QID33;,169811320754717;QID56, QID64, QID67, QID63, QID66, QID43, QID62, QID65, QID49;2;2;2;3;4;3;3;2,66666666666667;3,33333333333333;4,33333333333333;4;5;1,5;2;3,5;0;-3;0;0;0;1;3;4;4;3
12/19/2024 7:19:12;12/19/2024 8:02:31;0;109.196.9.17;100;2598;1;12/19/2024 8:02:31;R_2U17gNx8jPDqldn; ; ; ; ;52.4245;19.4606;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;59;4;1;7; ;1; ;2;4;7;10;3;1;1;1; ; ; ; ; ; ;1; ; ; ;2;4;20;5;5;4;1;3;1;3;6;4; ; ; ; ; ; ; ; ;0;0;889,494;0;2;2;1;1;1;1;1; ; ; ; ; ;3;1;4;7;7;6;7;6;7;4;4;4;4;6;3;7;4;6;3;6;4; ; ;0;0;30,885;0;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;1; ;0;0;0;0;0; ;0;0;0;0;1; ;0;0;0;0;0; ; ; ;3;3;7; ;7;1;1;1;2;8; ;4;PL; ;2598; ;dadbde946f1035542deace20a80d8da1;gtj3cm;3;control;0; ;1;,142857142857143;QID33;,0943396226415094;QID67, QID63, QID43, QID62, QID65;3;3;3;1;4;7;7;4,66666666666667;1,66666666666667;4,33333333333333;1,5;1;5;5,5;3,5;4;-1,25;-4;-2;-2;4;5;4;4;4,25
12/19/2024 7:46:28;12/19/2024 8:03:53;0;89.64.14.197;100;1044;1;12/19/2024 8:03:54;R_2g6idVQVtTtcsHT; ; ; ; ;53.4288;14.5477;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;34;3;1;12; ;1; ;2;2;1;9;6;2;2;1; ; ; ; ; ; ; ; ; ; ;5;6;5;4;4;4;5;4;6;4;5;4; ; ; ; ; ; ; ; ;4,15;136,717;137,45;23;1;1;1;1;1;1;1; ; ; ; ; ;3;1;5;5;5;5;2;2;2;1;1;1;4;7;1;4;4;6;4;4;3; ; ;17,369;17,369;18,253;1;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;1;0;0;Zamykanie kopalń to zły pomysł;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ; ; ;4;4;4; ;4;5;4;1;1;7; ;4;PL; ;1044; ;fd7ef7dd8d36a5130075a79b17a2553b;gtj3cm;3;control;0; ;3;,428571428571429;QID22, QID33, QID9;,148148148148148;QID56, QID67, QID63, QID66, QID43, QID62, QID65, QID49;3;4;4;1;5;5;5;4;5;4,33333333333333;1;1;2,25;2,25;3;1;-3;0;0;0;5;2;4;2;3,25
12/19/2024 6:21:15;12/19/2024 8:04:39;0;89.64.83.226;100;6203;1;12/19/2024 8:04:40;R_8jm0ljtwnJNi7IJ; ; ; ; ;52.2244;20.9964;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;43;4;4;7; ;1; ;2;1;10;1;1;2;2; ; ; ;1; ; ;1; ; ; ; ;1;6;0;3;3;2;5;5;2;4;2;2; ; ; ; ;1,17;128,037;128,879;38; ; ; ; ;1;1;1;1;7;1;7;1;3;1;1;1; ; ; ; ; ;7;5;7;7;3;3;7;7;9;1;9;7;9;1;9;5; ; ;0;0;17,386;0;0;1;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;1; ;1;0;0;0;0; ;0;0;1;0;0; ;0;0;0;0;1; ;1;0;0;0;0; ;4;4; ; ;2; ;2;1;1;1;1;7; ;4;PL; ;6203; ;a8054becb8956500fc8deea6ff6032c2;gtj3cm;2;voluntary;0; ;1;,142857142857143;QID33;,037037037037037;QID43, QID72;1;4;4;3;1;1;1;2,66666666666667;4;2,66666666666667;1;5;6;5,5;3,5;8;-3;0;1;-1;7;7;7;7;7
12/19/2024 7:50:36;12/19/2024 8:04:51;0;83.19.86.202;100;854;1;12/19/2024 8:04:51;R_2fdm74E78Ns6RJX; ; ; ; ;50.6787;17.921;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;52;4;1;8; ;1; ;2;4;1;9;4;1;1;1;1;1;1; ;1;1;1; ; ; ;4;6;71;3;2;2;4;7;2;2;2;2;0;0;128,468;0; ; ; ; ; ; ; ; ;6;6;6;6;7;7;7;2;5;3;2;2; ; ; ; ; ;4;4;2;4;6;6;5;4;4;4;7;4;7;6;4;4; ; ;0;0;17,067;0;0;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0; ;2;3; ; ;1; ;6;4;4;4;5;5;ankieta długa, cięzka, wynagrodzenie nie adekwatne do czasu;4;PL; ;854; ;3fb7f5baba53d242c24e8e4a17ffe775;gtj3cm;1;obligatory;0; ;1;,142857142857143;QID33;,0943396226415094;QID64, QID67, QID63, QID65, QID49;2;2;3;5;3;2;2;2,33333333333333;4,33333333333333;2;6;7;4,25;4,5;4,5;3;-1,25;-1;1;-2;2;5;5;2;3,5
12/19/2024 7:55:41;12/19/2024 8:05:24;0;31.0.125.185;100;582;1;12/19/2024 8:05:24;R_8cmbHAojsyPlqXn; ; ; ; ;52.1878;21.0732;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;64;3;1;10; ;1; ;2;7;3;4;3;3;2;1; ; ;1; ;1;1;1; ; ; ;3;4;71;4;3;3;5;5;4;4;4;5; ; ; ; ;0;0;146,766;0; ; ; ; ;5;5;4;5;5;5;5;1;2;5;4;4; ; ; ; ; ;5;5;4;4;5;5;4;5;6;4;7;6;8;4;6;3; ; ;0;0;18,998;0;1;0;0;0;0; ;0;0;0;0;0; ;0;1;0;0;0; ;1;0;0;0;0; ;0;1;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;0;1;0;0;0; ;4;5; ; ;1; ;5;5;5;6;6;8; ;4;PL; ;582; ;e099c260d6bdb646254a60ed78230568;gtj3cm;2;voluntary;0; ;1;,142857142857143;QID33;,0377358490566038;QID43, QID56;1;4;5;2;5;4;4;3,33333333333333;4,66666666666667;4,33333333333333;4,75;5;4,5;4,75;4,25;7;-2,25;0;2;-2;4;5;6;4;4,75
12/19/2024 7:47:05;12/19/2024 8:05:35;0;79.139.71.112;100;1109;1;12/19/2024 8:05:35;R_2Dj4mya3lR0B9iq; ; ; ; ;51.1206;23.2465;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;46;4;2;3; ;1; ;2;8;1;9;3;2;2;1; ;1;1; ; ;1;1; ; ; ;4;5;48;2;2;3;5;6;3;3;3;4;0;0;122,34;0; ; ; ; ; ; ; ; ;7;7;7;7;7;7;7;2;5;3;1;2; ; ; ; ; ;3;4;6;6;3;3;5;5;6;4;7;6;5;5;4;2; ; ;0;0;31,592;0;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;3;2; ; ;1; ;5;2;2;4;4;5; ;4;PL; ;1109; ;5e7d6dc70a88b58d4d9901d3cd014739;gtj3cm;1;obligatory;0; ;2;,285714285714286;QID22, QID33;,0943396226415094;QID64, QID63, QID43, QID62, QID65;2;3;2;5;3;1;2;2,33333333333333;4,66666666666667;3,33333333333333;7;7;4,25;4,5;4,25;4;-1,25;0;2;-2;4;5;3;2;3,5
12/19/2024 7:46:17;12/19/2024 8:05:43;0;188.147.176.84;100;1165;1;12/19/2024 8:05:43;R_83o6LGTGOC8WNTb; ; ; ; ;52.3912;16.7946;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;50;4;1;11; ;1; ;2;2;1;10;2;1;1;1; ;1;1; ; ;1;1; ; ; ;3;6;50;3;2;1;4;6;4;4;4;4; ; ; ; ; ; ; ; ;0;0;143,423;0;2;2;2;2;2;2;2; ; ; ; ; ;3;1;5;6;7;6;6;5;5;3;3;6;6;6;4;7;6;4;4;7;5; ; ;0;0;16,595;0;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ; ; ;4;4;4; ;4;2;2;2;2;7; ;4;PL; ;1165; ;f3f034a7d1109f5e54ceb0602e6e175f;gtj3cm;3;control;0; ;2;,285714285714286;QID22, QID33;,113207547169811;QID56, QID64, QID63, QID43, QID62, QID49;3;4;4;1;5;6;7;2;4,66666666666667;4;2;2;5;5;4,75;3;-1;3;3;0;4;5;2;5;4
12/19/2024 5:19:16;12/19/2024 8:07:50;0;46.112.113.38;100;10114;1;12/19/2024 8:07:51;R_21n0IIjIWCbQuu5; ; ; ; ;50.2604;19.0071;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;52;3;1;6; ;1; ;2;1;1;6;5;2;2;1; ; ; ; ; ;1;1; ; ; ;2;4;13;5;4;2;2;6;3;2;2;2; ; ; ; ;2,962;114,279;122,521;69; ; ; ; ;5;5;4;4;4;6;6;1;4;4;3;3; ; ; ; ; ;5;5;4;5;4;3;4;4;7;3;7;5;7;6;6;2; ; ;1,664;13,321;16,54;4;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;0;0;1;0;0; ;5;5; ; ;4; ;5;1;1;2;1;5;Nie mam;4;PL; ;10114; ;9b0890a46b7a860b9bc9a1eef8ab850d;gtj3cm;2;voluntary;0; ;1;,142857142857143;QID33;,0925925925925926;QID56, QID64, QID62, QID49, QID70;1;5;5;4;4;3;3;3,66666666666667;3,66666666666667;2;4,5;5,33333333333333;4,25;4,25;4;4;-2,5;1;2;-1;5;5;5;4;4,75
12/19/2024 7:52:51;12/19/2024 8:13:14;0;78.157.187.1;100;1222;1;12/19/2024 8:13:14;R_20CRTbjO290KnpT; ; ; ; ;49.8377;18.5863;anonymous;PL;,600000023841858; ;0;25;10/14/1582 0:00:00;1;2;46;3;1;12; ;1; ;2;1;1;8;5;1;2;1; ;1;1; ; ; ;1; ; ; ;3;6;65;3;3;2;4;4;3;4;4;4;2,368;108,491;121,237;57; ; ; ; ; ; ; ; ;5;5;5;6;5;6;7;2;4;4;3;3; ; ; ; ; ;5;5;5;5;3;5;4;5;6;3;6;4;6;4;4;3; ; ;12,926;12,926;16,334;1;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;4;4; ; ;1; ;5;4;3;3;4;6; ;4;PL; ;1222; ;32d3f9c6c200c896da3ea50a15ce56ab;gtj3cm;1;obligatory;0; ;1;,142857142857143;QID33;,132075471698113;QID56, QID64, QID63, QID43, QID62, QID65, QID49;2;4;4;4;4;3;3;2,66666666666667;3,66666666666667;4;5,25;6;4,25;5;3,5;2;-1,25;2;2;0;4;4;4;2;3,5
12/19/2024 8:03:39;12/19/2024 8:15:11;0;77.65.65.246;100;692;1;12/19/2024 8:15:12;R_2t9zoHmCHXq56BE; ; ; ; ;51.8168;16.6604;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;48;4;1;15; ;1; ;2;8;10;10;1;1;1; ; ; ; ; ; ;1; ; ; ; ;2;1;88;4;4;3;6;7;6;6;6;6;0;0;121,635;0; ; ; ; ; ; ; ; ;7;7;7;7;5;7;7;2;5;3;3;3; ; ; ; ; ;3;1;6;5;5;6;2;4;7;7;9;7;8;6;9;7; ; ;0;0;19,133;0;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;3;5; ; ;1; ;6;5;2;5;5;6; ;4;PL; ;692; ;7de68e54c64fb5ec4533126abe7aff3f;gtj3cm;1;obligatory;0; ;2;,285714285714286;QID33, QID6;,0943396226415094;QID56, QID63, QID43, QID62, QID49;2;3;5;5;3;3;3;3,66666666666667;6,33333333333333;6;7;6,33333333333333;4;4;6,75;4;-4,25;4;4;0;5;7;6;7;6,25
12/19/2024 8:00:29;12/19/2024 8:15:48;0;188.33.232.219;100;918;1;12/19/2024 8:15:49;R_8d031dXArrHnUds; ; ; ; ;52.3959;16.8913;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;1;41;2;2;1; ;1; ;2;8;2;9;6;3;1;1; ;1;1; ;1;1;1; ; ; ;3;3;47;1;1;1;7;7;7;7;7;7;4,318;100,481;121,55;32; ; ; ; ; ; ; ; ;7;7;7;7;7;7;7;2;5;4;4;4; ; ; ; ; ;3;6;4;4;4;6;4;4;5;3;6;4;6;4;6;4; ; ;18,993;18,993;26,901;1;1;1;0;0;0; ;0;0;0;0;1; ;0;0;0;0;1; ;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;1; ;0;0;0;0;1; ;1;1;1;1;0;Dobra sprawa;4;4; ; ;4; ;4;5;5;4;4;2;Nie mam ale zmiana klimatu jest naturalnym procesem;4;PL; ;918; ;abca1b0d4552a9a020a0308ad0822a2e;gtj3cm;1;obligatory;0; ;4;,571428571428571;QID12, QID22, QID33, QID9;0; ;2;4;4;5;4;4;4;1;7;7;7;7;3,75;5;3,75;12;-2;0;0;0;3;4;4;4;3,75
12/19/2024 7:56:40;12/19/2024 8:16:19;0;188.137.55.190;100;1178;1;12/19/2024 8:16:20;R_8CvCSOKOqp4LEob; ; ; ; ;50.0675;18.4904;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;37;4;1;12; ;1; ;2;7;1;9;3;1;1;1; ;1;1; ; ;1;1; ; ; ;3;4;40;5;4;3;2;5;2;2;2;4;24,963;116,2;121,394;14; ; ; ; ; ; ; ; ;7;7;7;7;7;7;7;2;4;2;1;1; ; ; ; ; ;6;6;7;7;4;4;3;4;6;2;5;3;8;5;5;4; ; ;18,984;18,984;19,749;1;1;1;0;0;0; ;1;0;0;0;0; ;1;0;0;0;0; ;0;0;0;0;0; ;0;0;0;0;1; ;0;0;0;0;1; ;1;0;0;0;0; ;1;0;0;0;0; ;7;7; ; ;7; ;5;2;2;2;2;6;Nie mam.;4;PL; ;1178; ;64ab8b512a8551ccad1ee0663968f614;gtj3cm;1;obligatory;0; ;2;,285714285714286;QID22, QID33;,0188679245283019;QID63;2;7;7;4;2;1;1;4;3;2,66666666666667;7;7;5;5,25;3,5;8;-1;-3;0;-3;4;3;6;3;4
12/19/2024 7:58:21;12/19/2024 8:18:14;0;83.31.247.142;100;1192;1;12/19/2024 8:18:15;R_8R3r85SDJWU2NVf; ; ; ; ;50.8551;20.6269;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;72;4;1;13; ;1; ;2;2;1;6;3;2;3;1; ; ;1; ; ;1;1; ; ; ;4;4;80;2;2;2;4;4;5;5;4;5; ; ; ; ; ; ; ; ;22,965;96,806;131,57;6;3;3;2;3;4;3;3; ; ; ; ; ;3;1;5;4;5;4;4;3;2;3;3;5;5;8;6;6;4;6;4;7;5; ; ;0;0;26,903;0;0;1;0;0;0; ;1;0;0;0;0; ;0;0;0;0;1; ;0;0;1;0;0;dbajmy o naszych rolników;1;0;0;0;0; ;0;1;0;0;0; ;0;1;0;0;0; ;0;1;0;0;0; ; ; ;4;3;3; ;6;4;3;5;4;7; ;4;PL; ;1192; ;b555076db67e4d323e76859bdc1d338c;gtj3cm;3;control;0; ;2;,285714285714286;QID33, QID9;,0185185185185185;QID43;3;4;3;1;5;4;5;2;4,33333333333333;4,66666666666667;2,75;3,33333333333333;3,75;3,5;4,75;8;-3;1;1;0;6;4;4;5;4,75
12/19/2024 7:47:09;12/19/2024 8:18:39;0;194.110.77.4;100;1889;1;12/19/2024 8:18:39;R_2Ov0IxMXomWSKlc; ; ; ; ;50.7988;19.1288;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2;72;3;3;12; ;1; ;2;5;2;10;4;1;1;1; ; ; ; ; ;1;1; ; ; ;5;5;92;3;3;3;5;6;4;5;5;6; ; ; ; ; ; ; ; ;0;0;129,979;0;5;3;4;4;5;3;5; ; ; ; ; ;3;1;6;7;7;6;6;6;4;5;5;4;4;8;7;8;5;8;7;7;4; ; ;0;0;26,202;0;0;0;1;0;0;jednak należy czynić wszystko aby zmieniać klimat na lepszy;0;1;0;0;0; ;0;1;0;0;0; ;0;1;0;0;0; ;0;0;1;0;0;To prawda od nas społeczeństwa zależy jak będziemy życ;0;1;0;0;0; ;0;0;1;0;0;Lepiej jeżdzić wolniej i bezpieczniej a przy tym oszczędzac;0;1;0;0;0; ; ; ;5;5;5; ;6;5;5;5;4;5; ;4;PL; ;1889; ;697a8c7ab547b82f6f5ce59acc1f08d9;gtj3cm;3;control;0; ;2;,285714285714286;QID33, QID9;,0178571428571429;QID43;3;5;5;1;6;7;7;3;5;5,33333333333333;4;4,33333333333333;5,25;4,75;5,75;8;-2,5;0;0;0;6;6;6;5;5,75
12/19/2024 8:07:18;12/19/2024 8:19:04;0;31.0.93.80;100;705;1;12/19/2024 8:19:05;R_8IxEBskx9jCckoh; ; ; ; ;52.2464;20.9125;anonymous;PL;1; ;0;0;10/14/1582 0:00:00;1;2; ;4;1;7; ;1; ;2;4;1;5;3;2;2;1; ;1; ; ; ; ;1; ; ; ;4;5;51;1;1;1;4;4;4;6;6;6; ; ; ; ; ; ; ; ;1,829;101,2;121,491;39;4;4;4;4;4;4;4; ; ; ; ; ;3;1;4;4;4;4;5;4;4;4;4;4;4;6;4;6;5;6;4;6;4; ; ;5,433;5,433;18,837;1;1;0;0;0;0; ;1;0;0;0;0; ;0;1;0;0;0; ;0;1;0;0;0; ;0;0;0;0;1; ;0;0;0;0;1; ;1;0;0;0;0; ;1;0;0;0;0; ; ; ;5;5;7; ;4;4;4;3;3;6; ;4;PL; ;705; ;b91a0dbd7450f2b278156374e1906d9a;gtj3cm;3;control;0; ;3;,428571428571429;QID22, QID33, QID9;,0377358490566038;QID36, QID43;3;5;5;1;4;4;4;1;4;6;4;4;4;4,25;4,25;8;-2;-2;0;-2;4;4;4;4;4
